Run,Build,Trafo,Gen,Verify,Total
1,0.05,0.01,0.01,1.27,1.34
2,0.05,0.01,0.01,1.25,1.32
3,0.04,0.01,0.01,1.25,1.32
4,0.05,0.01,0.01,1.29,1.36
5,0.04,0.01,0.01,1.26,1.32
6,0.05,0.01,0.01,1.25,1.32
7,0.04,0.01,0.01,1.24,1.30
8,0.05,0.01,0.01,1.26,1.33
9,0.05,0.01,0.01,1.26,1.33
10,0.05,0.01,0.01,1.26,1.33
