Run,Build,Trafo,Gen,Verify,Total
1,0.04,0.01,0.01,33.68,33.74
2,0.04,0.01,0.01,36.22,36.28
3,0.04,0.01,0.01,34.78,34.84
4,0.04,0.01,0.01,32.46,32.52
5,0.04,0.01,0.01,32.40,32.46
6,0.04,0.01,0.01,32.21,32.26
7,0.04,0.01,0.01,33.08,33.14
8,0.04,0.01,0.01,32.60,32.66
9,0.04,0.01,0.01,32.03,32.09
10,0.04,0.01,0.01,31.99,32.05
